id;comments
17;"]
Oh, for you, I would've done whatever (Yo, uh-huh)
And I just can't believe we ain't together (Yo, uh-huh)
And I wanna play it cool, but I'm losing you (Yo, uh-huh)
I'll buy you anything, I'll buy you any ring (Yo, uh-huh)
And I'm in pieces, baby, fix me (Yo, uh-huh)
And just shake me 'til you wake me from this bad dream (Yo, uh-huh)
I'm going down, down, down, down (Yo, uh-huh)
And I just can't believe my first love won't be around, and I'm like
[Justin Bieber"
17;"]
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
[Ludacris"
17;"]
(Luda) When I was thirteen, I had my first love
There was nobody that compared to my baby, and nobody came between us nor could ever come above
She had me going crazy, oh, I was starstruck
She woke me up daily, don't need no Starbucks (Woo)
She made my heart pound, and skip a beat
When I see her in the street
And at school on the playground, but I really wanna see her on the weekend
She knows she got me dazing
'Cause she was so amazing
And now my heart is breaking
But I just keep on saying
[Justin Bieber"
17;"]
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
I'm gone (Yeah-yeah-yeah, yeah-yeah-yeah)
Now I'm all gone (Yeah"
17;@_ishaan01__ says hi
17;Happy Prom dayy
17;red_heart fire
17;
18;RODRICK HEFFLEY WHO
18;نستسمحك
18;1st picture is too cute!
18;smiling_face_with_hearts
18;
18;5th photo is
18;fire clown_face
18;
18;
18;fire red_heart
18;
18;AHHH
18;loudly_crying_face
18;<3
18;
18;smiling_face_with_heart-eyes smiling_face_with_heart-eyes
18;
18;wow looking good
18;grinning_face_with_sweat
18;
18;Sharma lagana Bhool gaya tu apne Naam par
18;face_with_tears_of_joy
18;
19;Ohh Disneyland
19;pleading_face red_heart
19;
19;
19;smiling_face_with_heart-eyes
19;co cute
19;So so cuteeee
19;So cute  heart_hands
19;medium-light_skin_tone nazar_amulet
19;
19;
19;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes
19;
19;
19;growing_heart growing_heart growing_heart
19;
19;So cute
19;growing_heart growing_heart
19;
19;
19;growing_heart thumbs_up_light_skin_tone
19;
19;Looking so beautiful and hotty gorgeous looks .
19;red_heart red_heart red_heart red_heart growing_heart growing_heart growing_heart
19;
20;
20;red_heart red_heart
20;
20;U edited it like some poster of 2000's romcom
20;It infact has been waiting for you madame
20;Diet mountain dew baby newyork city , never was a girl ever so pretty
20;sunflower
20;
20;Mumbai
20;red_heart
20;
20;Made me feel so many emotions. This is what photography is and what I would like to do more.
20;growing_heart growing_heart smiling_face_with_hearts pleading_face
20;
20;Damn your smile
20;red_heart weary_face
20;
20;Slayyy motherrr
20;raising_hands fire
20;heart_hands
20;light_skin_tone collision collision
20;
20;@_priyyaaa30 i want her
20;cowboy_hat_face
20;
21;
21;smiling_face_with_heart-eyes
21;
21;Shirt h&m se liya hai isne
21;loudly_crying_face loudly_crying_face
21;
21;
21;red_heart red_heart
21;
21;
21;red_heart red_heart red_heart
21;
21;In first picture i thought it was your dad
21;For a sec thought Ayesha khan
21;face_with_tears_of_joy
21;
21;Badmash ne editing ki hai Juhu mai hai badmash . Bade tej horahe ho
21;zany_face smirking_face
21;
21;Hn krlo bodmaashi Bali mein
21;sloth ribbon
21;
21;Og badmash company
21;Photoshop
22;Hi
22;Did you really forget that your broadcast exists
22;loudly_crying_face loudly_crying_face loudly_crying_face
22;??
22;Dream
22;Can you follow me back @devraiyanii ??
22;Great photos
22;so cute
22;Himmmm
22;i couldn’t be there
22;loudly_crying_face loudly_crying_face
22;
23;ye GTA wala hai na\
23;Live your life the way a best life should be living girrl
23;brown_heart
23;
23;Nicee
23;So cute
23;6 slide damn
23;Cute outfit  heart_hands
23;light_skin_tone
23;
23;Umm Beautiful
23;tulip
23;
23;Omg shorts from ????
23;i only lived these moments through GTA 5
23;Living
23;blue_heart
23;
24;birddy feels
24;bird
24;‍
24;black_large_square black_heart
24;
24;Random gc ?
24;1,2,3,4,5,6,8
24;2050.  7
24;2016
24;goblin
24;
24;
24;prince_light_skin_tone
24;heart_hands
24;light_skin_tone
24;
24;Random gc  face_holding_back_tears
24;
24;fire
24;
24;tutorial give
24;Weeknd Ahh Creative
24;fire clapping_hands
24;
24;saras post
24;check_mark_button
24;
24;7/8
24;palms_up_together_medium-light_skin_tone
24;
25;Lifafa nahi bhai please
25;
25;fire
25;
25;
25;red_heart red_heart red_heart red_heart
25;
25;Youre so damm fine
25;smiling_face_with_heart-eyes face_exhaling
25;
25;The fact that you said heart @realhimesh
25;smiling_face victory_hand
25;
25;Why are you wearing mouny Roy on your shirt!?
25;face_with_tears_of_joy
25;
25;Ur smile
25;red_heart fire smiling_face_with_heart-eyes
25;..
25;Bhai Lifafa Ko Mainstream Karke Manega Tu
25;pensive_face
25;
25;
25;chart_increasing rocket
25;
25;Wait..why he kinda…
26;Last slide, very insightful. So smurt. Congratulationzz
26;6
26;I thought your real name was arusha reddy ramanathan for a sec there
26;
26;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes
26;
26;Computer science graduated Manoj
26;Bro Mera KoumPter theek kardooo?
26;where is it?@gxuriii.05
26;@gamor_11 LA
27;I had a crush on tht biscuit guy since forever… I couldn’t hv ever guessed that’s gonna be him
27;smiling_face_with_heart-eyes face_with_tears_of_joy
27;
27;Yo I was born in 2007
27;exploding_head
27;
27;"So you were the one whom I saw and thought ""ye ldka kitna cute hai"" when I was 6!!"
27;I knew I had seen you somewhere
27;Bhai tu bachpan se star
27;Bro is a star
27;
27;fire
27;
27;@barkha_shuklaaa muh ki bat chhin li
27;@barkha_shuklaaa request accept krlo yar
28;The lights
28;loudly_crying_face sloth pinched_fingers_light_skin_tone fire fire
28;
28;crazy post
28;
28;face_with_tears_of_joy
28;gosh
28;Biggishhhh
28;yes
28;Living my dream
28;Which reel
28;I'm so jealous
28;angelic
28;How does it feel to live my dream life
29;Dev , it’s time to buy an electric guitar and learn how to play it.
29;woah
29;this would look so cool on a tee!!
29;HIl there, pls speak about Palestine, how there is a literal genocide taking place as we speak. just one post to inform the people of India, and other places. Innocent children, elderly, and family are currently being wiped out. PLS HELP FOR THE SAKE OF HUMANITY, if u want to know more pls search on google and there are plenty of web pages telling us the current situation. There are many donation websites such as gofundme this is an authorised donation centre. pls even $1 will help a child in Gaza. Pls i really value ur work. This would mean so much. PLS HELP OUT.
29;Palestinian_Territories Palestinian_Territories Palestinian_Territories red_heart
29;
29;valorant new agent
29;@wizard_bisan1 follows you please tune in please raise awareness please use your platform
29;folded_hands
29;
29;3rd pic is OP
29;
29;fire fire
29;
29;Biryani ka ekadam Dam Nikal Diya
29;smiling_face_with_heart-eyes
29;
29;See D M
29;)
30;
30;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes purple_heart purple_heart OK_hand OK_hand OK_hand
30;look so stunning and gorgeous in purple with cute smile
30;Made a private just to comment on your posts pookie
30;ribbon
30;
30;It's time now
30;
30;raising_hands
30;
30;Good jeans
30;jeans
30;
30;Girl
30;cross_mark
30;angel
30;check_mark_button
30;
30;Cutiee asff
30;ribbon growing_heart tulip raising_hands
30;
30;
30;crying_face
30;
30;@ritisha_patra tu gyi thi na shimla
31;Gross!!!
31;
31;
31;I feel insafe
31;Wtf cen you Not Show that
31;eyes
31;
31;bro went from
31;rainbow
31;
31;ribbon nail_polish
31;to
31;supervillain_medium-light_skin_tone black_heart pirate_flag
31;
31;the silence of her dancing to Karma again
31;Que feo tu tatu
31;(
31;Du sind ein Mann
32;O dear just like stop posting
32;
32;I hate you
32;rolling_on_the_floor_laughing
32;
32;Ewwwwwwww
32;One time my sister and I got a cameo with Jojo for our nieces 5th birthday in 2020. Is it too late to get a refund?
32;Youre literally crotch grabbing in front of children like i get you want to be grown but like there’s a time and place and you can release your perve ass videos and it’s up to the parents to keep their kids away but you do it on stage after pointing to a 6 year old and then grab yourself you’re basically a pedophile
32;It’s weird how she’s tryin to be so “adult” and just ends up acting more like a child
